datapointID,DOI,inocType,FieldGreenhouse,treatment,noteTreatments,location,exact_location,Ecosystem,EcoGeneral,EcoRegion,FungalType,dominantFungiSource,plantSoil,managed/restoration,SoilDataLocation,priorLandUse,plantSpecies,notes,IsLatestTimePoint,comparisonGroup,Treatment2,soilOrigin,Time,TotBiomass,TotBioError,AboveBio,AboveBioError,BelowBio,BelowBioError,Yield,BioErrorType,biomassN,height,heightError,heightErrorType,heightN,CoverPerc,CoverPercError,CoverPercErrorType,coverPercN,V2a: SpeciesRichness,V2a: Error,V2b: ShannonDiversity,V2b: Error,V2: ErrorType,V2: N,seedlingSurvPerc,seedlingSurvPercError,seedlingSurvPercErrorType,seedlingSurvPercN,LeafArea(cm^2),LeafPhosphorous(mg/kgDryWeight),BasalAreaGrowthSeedlings(mm^2),Stem diameter,communityMycorrhizationIndex,EMFcolonization%,AMFcolonization%,Bray-CurtisDistance,NumberOfMycorrhizalRootTips,Mycorrhizal infection (%),Germination%,NumberofGerminatedSeedlings,Column4,Column5
274,10.1007/s11258-021-01198-2,soil,greenhouse,Inoculum: Pooled soil from all Solidago genotypes used as inoculum,,"39°29'N, 88°17'W",1,grassland,grassland,temperate,AM,other,,,,,Schizachyrium scoparium,"control not mentioned, but should be same as the sterilized control used above for both plants, median used",,3,1,hetero,60 days,,,26.77,20.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,10.1016/j.baae.2013.07.002,soil,greenhouse,Inoculum:  Soil from a grassland with a high density of Jacobea vulgaris (11.3 ± 1.4 plants m^-2),,"52°04'N, 5°44'E",1,grassland,grassland,temperate,AM,other,,restoration,,,Jacobaea vulgaris,,,1,1,,7 weeks,1.32,0.08,,,,,,SE,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,10.1016/j.baae.2013.07.002,soil,greenhouse,Inoculum: Soil from a grassland with a low density of Jacobea vulgaris (2.7 ± 0.7 plants m^-2),,"52°04'N, 5°44'E",1,grassland,grassland,temperate,AM,other,,restoration,,,Jacobaea vulgaris,,,1,1,,7 weeks,1.53,0.08,,,,,,SE,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,10.1016/j.baae.2013.07.002,soil,greenhouse,Inoculum: Soil from a nearby heathland dominated by Calluna vulgaris,,"52°04'N, 5°44'E",1,grassland,grassland,temperate,AM,other,,restoration,,,Jacobaea vulgaris,,,1,1,,7 weeks,1.81,0.05,,,,,,SE,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,10.1016/j.baae.2013.07.002,sterile,greenhouse,Control: sterile soil,,"52°04'N, 5°44'E",1,grassland,grassland,temperate,AM,other,,restoration,,,Jacobaea vulgaris,,,1,0,,7 weeks,2.03,0.26,,,,,,SE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,10.1016/j.baae.2004.12.002,soil,greenhouse,"Inoculum: Soil from Viola pumila, seeds of open flowers fertilized with pollen from the same flower used",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola pumila,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,1,1,,8 weeks,0.84,0.17,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,10.1016/j.baae.2004.12.002,soil,greenhouse,"Inoculum: Soil from Viola pumila, seeds of open flowers fertilized with pollen from the same population",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola pumila,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,2,1,,8 weeks,0.81,0.14,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,10.1016/j.baae.2004.12.002,soil,greenhouse,"Inoculum: Soil from Viola pumila, seeds of open flowers fertilized with pollen from another population",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola pumila,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,3,1,,8 weeks,0.63,0.1,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,10.1016/j.baae.2004.12.002,sterile,greenhouse,"Control: Sterile Soil, seeds of open flowers fertilized with pollen from the same flower used",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola pumila,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,1,0,,8 weeks,1.43,0.3,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,10.1016/j.baae.2004.12.002,sterile,greenhouse,"Control: Sterile Soil, seeds of open flowers fertilized with pollen from the same population",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola pumila,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,2,0,,8 weeks,1.25,0.15,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,10.1016/j.baae.2004.12.002,sterile,greenhouse,"Control: Sterile Soil, seeds of open flowers fertilized with pollen from another population",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola pumila,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,3,0,,8 weeks,0.85,0.22,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,10.1016/j.baae.2004.12.002,soil,greenhouse,"Inoculum: Soil from Viola stagnina, seeds from cleistogamous reproduction",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola stagnina,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,4,1,,8 weeks,0.64,0.32,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,10.1016/j.baae.2004.12.002,soil,greenhouse,"Inoculum: Soil from Viola stagnina,  seeds of open flowers fertilized with pollen from the same flower",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola stagnina,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,5,1,,8 weeks,0.68,0.01,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,10.1016/j.baae.2004.12.002,soil,greenhouse,"Inoculum: Soil from Viola stagnina, seeds of open flowers fertilized with pollen from the same population",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola stagnina,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,6,1,,8 weeks,0.61,0.22,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,10.1016/j.baae.2004.12.002,soil,greenhouse,"Inoculum: Soil from Viola stagnina, seeds of open flowers fertilized with pollen from another population",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola stagnina,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,7,1,,8 weeks,0.3,0.09,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,10.1016/j.baae.2004.12.002,sterile,greenhouse,"Control: Sterile Soil, seeds from cleistogamous reproduction",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola stagnina,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,4,0,,8 weeks,1.46,0.27,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,10.1016/j.baae.2004.12.002,sterile,greenhouse,"Control: Sterile Soil,  seeds of open flowers fertilized with pollen from the same flower",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola stagnina,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,5,0,,8 weeks,1.29,0.12,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,10.1016/j.baae.2004.12.002,sterile,greenhouse,"Control: Sterile Soil, seeds of open flowers fertilized with pollen from the same population",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola stagnina,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,6,0,,8 weeks,1.89,0.3,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,10.1016/j.baae.2004.12.002,sterile,greenhouse,"Control: Sterile Soil, seeds of open flowers fertilized with pollen from another population",,"50°32'N, 8°41'E, 172m a.s.l.",1,fen,other,temperate,AM,other,,,,,Viola stagnina,BiomassN is an estimate as it is not reported for every treatment in the paper and varied across treatments,,7,0,,8 weeks,1.45,0.27,,,,,,SE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 1 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,12.5,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 2 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,5.7,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 3 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,13.7,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 4 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,6.1,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 5 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,16.9,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 6 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,16.6,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 7 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,12.1,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 8 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,12.7,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 9 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,12.7,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 10 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,20.3,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 11 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,22.6,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 12 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,7.5,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 13 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,7.9,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 14 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,9.9,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 15 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,1,,4 weeks,,,5.5,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,10.1071/EA98072,no,greenhouse,Control: No inoculation,,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha (naturalized),not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,1,0,,4 weeks,,,5.3,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 1 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,21.8,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 2 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,8.4,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 3 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,20.7,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 4 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,7.3,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 5 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,28.1,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 6 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,25.4,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 7 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,18.7,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 8 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,10.8,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 9 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,7.5,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 10 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,27.7,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 11 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,21.7,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 12 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,6.6,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 13 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,6.7,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 14 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,12.5,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,10.1071/EA98072,soil,greenhouse,"Inoculum: (Exact origin not specified, containing R. Meliloti) Soil sample 15 suspension",,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,1,,4 weeks,,,6.3,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,10.1071/EA98072,no,greenhouse,Control: No inoculation,,"30°1'S, 148°7'E, Several Sampling locations around Walgett, New South Wales",1,grassland,grassland,tropical,rhiozobia,,Gibson tubes with vermiculite moistened with N-free McKnight's solution,,,,Medicago polymorpha cv. Santiago,not sure if reported values are not shoot dry matter but N2 content of shoot dry matter,,2,0,,4 weeks,,,6.3,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, fertilizer, Species richness 1","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, fertilizer:  half-strength Hoagland nutrient solution","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,"1 species of Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris",,,1,0,,16 months,9.84,2.73,,,,,,SE,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, fertilizer, Species richness 2","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, fertilizer:  half-strength Hoagland nutrient solution","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,"2 species of Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris",,,2,0,,16 months,11.9,2.04,,,,,,SE,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, fertilizer, Species richness 4","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, fertilizer:  half-strength Hoagland nutrient solution","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,"4 species of Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris",,,3,0,,16 months,13.86,1.68,,,,,,SE,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,10.1111/1365-2745.12773,sterile,mesocosm,"Control: sterilized inoculum soil, fertilizer, Species richness 8","Sterilized soil from beneath Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris, homogenized, fertilizer:  half-strength Hoagland nutrient solution","23°27'N, 111°53'E",1,forest,forest,tropical,both,other,Clay loam soil mixed with sand (1:1 v/v) sterilized by gamma radiation,,"N, P, K, OM (organic matter)",,"8 species of Canarium album, Castanopsis fissa, Cryptocarya concinna, Engelhardtia fenzlii, Lithocarpus litseifolius, Ormosia pachycarpa, Schima superba, Choerospondias axillaris",,,4,0,,16 months,14.67,1.13,,,,,,SE,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
