datapointID,DOI,inocType,FieldGreenhouse,treatment,noteTreatments,location,exact_location,Ecosystem,EcoGeneral,EcoRegion,FungalType,dominantFungiSource,Column1,managed/restoration,SoilDataLocation,priorLandUse,plantSpecies,notes,IsLatestTimePoint,comparisonGroup,Treatment2,soilOrigin,Time,TotBiomass,TotBioError,AboveBio,AboveBioError,BelowBio,BelowBioError,Yield,BioErrorType,biomassN,height,heightError,heightErrorType,heightN,CoverPerc,CoverPercError,CoverPercErrorType,coverPercN,V2a: SpeciesRichness,V2a: Error,V2b: ShannonDiversity,V2b: Error,V2: ErrorType,V2: N,seedlingSurvPerc,seedlingSurvPercError,seedlingSurvPercErrorType,seedlingSurvPercErrorN,LeafArea(cm^2),LeafPhosphorous(mg/kgDryWeight),BasalAreaGrowthSeedlings(mm^2),communityMycorrhizationIndex,EMFcolonization%,AMFcolonization%,Bray-CurtisDistance,NumberOfMycorrhizalRootTips,Comments,Column2,Column3,Column4,Column5
78,10.1016/J.APSOIL.2016.12.008,ster,field,"sterilized inoculum from soil with YB, 1500ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Yellow birch (YB),"filtered because crazy data, its height anyway",0,5,0,con,4 months,,,,,,,,,,38,0.522232968,SE,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,10.1016/J.APSOIL.2016.12.008,ster,field,"sterilized inoculum from soil with RO, 1500ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Yellow birch (YB),"filtered because crazy data, its height anyway",0,6,0,hetero,4 months,,,,,,,,,,39,0.87038828,SE,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,10.1016/J.APSOIL.2016.12.008,ster,field,"sterilized inoculum from soil with YB, 300ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Yellow birch (YB),"filtered because crazy data, its height anyway",0,7,0,hetero,4 months,,,,,,,,,,45,0.522232968,SE,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,10.1016/J.APSOIL.2016.12.008,ster,field,"sterilized inoculum from soil with RO, 300ml",,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Yellow birch (YB),"filtered because crazy data, its height anyway",0,8,0,hetero,4 months,,,,,,,,,,41,0.348155312,SE,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,10.1016/J.APSOIL.2016.12.008,no,field,Control: no inoculum,,"45°48'38''N, 73°26'26''W",1,forest,forest,temperate,EM,both,,managed ecosystem,,abandoned agricultural field,Yellow birch (YB),"filtered because crazy data, its height anyway",0,,0,,4 months,,,,,,,,,,47,0.522232968,SE,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,10.1007/S005720050222,soil,greenhouse,native soil inoculum (collected from close natural A. applegatei populations),,"Oregon, 44.5638° N, 123.2794° W",1,alkaline meadow,others,temperate,AM,paper,,,,,Astragalus applegatei,,,1,1,con,6 weeks,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,60,,,,,,,,,,,,,
84,10.1007/S005720050222,no,greenhouse,control: no inoculum,,"Oregon, 44.5638° N, 123.2794° W",1,alkaline meadow,others,temperate,AM,paper,,,,,Astragalus applegatei,,,1,0,,6 weeks,,,,,,,,,,,,,,,,,,,,,,,,0,,,60,,,,,,,,,,,,,
85,10.1016/J.ECOLENG.2020.106039,soil,field,"soil transplant (from neighboring forest), fenced area",,"49.226°N, 16.762°E",1,deciduous forest,forest,temperate,,,,restroation,,"post mining site, afforested","many, no seedlings",,,1,1,,6 years,,,,,,,,,,,,,,,,,,15,,,,,4,,,,,,,,,,,,,,,,,
86,10.1016/J.ECOLENG.2020.106039,no,field,"control: no transplant, fenced area",,"49.226°N, 16.762°E",1,deciduous forest,forest,temperate,,,,restroation,,"post mining site, afforested","many, no seedlings",,,1,0,,6 years,,,,,,,,,,,,,,,,,,2,,,,,4,,,,,,,,,,,,,,,,,
87,10.1016/J.ECOLENG.2020.106039,soil,field,"soil transplant (from neighboring forest), open area",,"49.226°N, 16.762°E",1,deciduous forest,forest,temperate,,,,restroation,,"post mining site, afforested","many, no seedlings",,,2,1,,6 years,,,,,,,,,,,,,,,,,,11,,,,,4,,,,,,,,,,,,,,,,,
88,10.1016/J.ECOLENG.2020.106039,no,field,"control: no transplant, open area",,"49.226°N, 16.762°E",1,deciduous forest,forest,temperate,,,,restroation,,"post mining site, afforested","many, no seedlings",,,2,0,,6 years,,,,,,,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,
89,10.1038/35005072,no,greenhouse,"Control: Soil inoculum: close to parent, sterilized, low density",,"Indiana, 40.2672° N, 86.1349° W",1,temeprate forest,forest,temperate,AM,backup,,managed ecosystem,,,Prunus serotina,,,1,0,,2 months,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,34,,,,,,,,,,,,,
90,10.1038/35005072,no,greenhouse,"Control: Soil inoculum: far to parent, sterilized, low density",,"Indiana, 40.2672° N, 86.1349° W",1,temeprate forest,forest,temperate,AM,backup,,managed ecosystem,,,Prunus serotina,,,2,0,,2 months,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,34,,,,,,,,,,,,,
91,10.1038/35005072,no,greenhouse,"Control: Soil inoculum, close to parent, sterilized, high density",,"Indiana, 40.2672° N, 86.1349° W",1,temeprate forest,forest,temperate,AM,backup,,managed ecosystem,,,Prunus serotina,,,3,0,,2 months,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,34,,,,,,,,,,,,,
92,10.1038/35005072,no,greenhouse,"Control: Soil inoculum, far to parent, sterilized, high density",,"Indiana, 40.2672° N, 86.1349° W",1,temeprate forest,forest,temperate,AM,backup,,managed ecosystem,,,Prunus serotina,,,4,0,,2 months,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,34,,,,,,,,,,,,,
93,10.1038/35005072,soil,greenhouse,"Soil inoculum: close to parent, unsterilized, low density",,"Indiana, 40.2672° N, 86.1349° W",1,temeprate forest,forest,temperate,AM,backup,,managed ecosystem,,,Prunus serotina,,,1,1,con,2 months,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,34,,,,,,,,,,,,,
94,10.1038/35005072,soil,greenhouse,"Soil inoculum: far to parent, unsterilized, low density",,"Indiana, 40.2672° N, 86.1349° W",1,temeprate forest,forest,temperate,AM,backup,,managed ecosystem,,,Prunus serotina,,,2,1,hetero,2 months,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,34,,,,,,,,,,,,,
95,10.1038/35005072,soil,greenhouse,"Soil inoculum: close to parent, unsterilized, high density",,"Indiana, 40.2672° N, 86.1349° W",1,temeprate forest,forest,temperate,AM,backup,,managed ecosystem,,,Prunus serotina,,,3,1,con,2 months,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,34,,,,,,,,,,,,,
96,10.1038/35005072,soil,greenhouse,"Soil inoculum: far to parent, unsterilized, high density",,"Indiana, 40.2672° N, 86.1349° W",1,temeprate forest,forest,temperate,AM,backup,,managed ecosystem,,,Prunus serotina,,,4,1,hetero,2 months,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,34,,,,,,,,,,,,,
97,10.1007/S11104-010-0646-1,soil,greenhouse,"Soil inoculum (hemlock, conspecific)",,"41.18°N, 73.62°W",1,temperate forest,forest,temperate,EM,both,,,,,Tsuga canadensis,,,1,1,con,9 months,,,,,,,,,,3.92,0.288968909,SE,33,,,,,,,,,,,0.84,,,33,,,,,,,,,,,,,
98,10.1007/S11104-010-0646-1,soil,greenhouse,"Soil inoculum (hardwood, heterospecific)",,"41.18°N, 73.62°W",1,temperate forest,forest,temperate,EM,both,,,,,Tsuga canadensis,,,1,1,hetero,9 months,,,,,,,,,,3.21,0.306376674,SE,33,,,,,,,,,,,0.817,,,33,,,,,,,,,,,,,
99,10.1007/S11104-010-0646-1,ster,greenhouse,"Control: inoculum, sterilized",,"41.18°N, 73.62°W",1,temperate forest,forest,temperate,EM,both,,,,,Tsuga canadensis,,,1,0,,9 months,,,,,,,,,,2.08,0.288968909,SE,33,,,,,,,,,,,0.778,,,33,,,,,,,,,,,,,
100,10.1007/S11104-010-0646-1,soil,field,hemlock forest & hemlock soil inoculation,,"41.18°N, 73.62°W",1,temperate forest,forest,temperate,EM,both,,managed ecosystem,,undegraded,Tsuga canadensis,,,2,1,con,5 months,,,,,,,,,,1.8,0.4,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,10.1007/S11104-010-0646-1,soil,field,hardwood forest & hemlock soil inoculation,,"41.18°N, 73.62°W",1,temperate forest,forest,temperate,EM,both,,managed ecosystem,,undegraded,Tsuga canadensis,,,3,1,con,5 months,,,,,,,,,,1.6,0.4,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,10.1007/S11104-010-0646-1,soil,field,hemlock forest & hardwood soil inoculation,,"41.18°N, 73.62°W",1,temperate forest,forest,temperate,EM,both,,managed ecosystem,,undegraded,Tsuga canadensis,,,2,1,con,5 months,,,,,,,,,,1.4,0.4,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,10.1007/S11104-010-0646-1,soil,field,hardwood forest & hardwood soil inoculation,,"41.18°N, 73.62°W",1,temperate forest,forest,temperate,EM,both,,managed ecosystem,,undegraded,Tsuga canadensis,,,3,1,hetero,5 months,,,,,,,,,,1.2,0.4,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,10.1007/S11104-010-0646-1,ster,field,control: hemlock forest & no soil inoculation,,"41.18°N, 73.62°W",1,temperate forest,forest,temperate,EM,both,,managed ecosystem,,undegraded,Tsuga canadensis,,,2,0,,5 months,,,,,,,,,,0.8,0.2,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,10.1007/S11104-010-0646-1,ster,field,control: hardwood forest & no soil inoculation,,"41.18°N, 73.62°W",1,temperate forest,forest,temperate,EM,both,,managed ecosystem,,undegraded,Tsuga canadensis,,,3,0,,5 months,,,,,,,,,,0.4,0.2,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,10.1007/s11056-014-9442-8,soil,greenhouse,NSOIL: native soil inoculum (Alnus),,"04°02'09''S, 79°11'04''W",1,forest,forest,tropical,mixed,paper,,,,,Alnus acuminata,,,1,1,con,6 months,,,0.42,0.18,0.27,0.08,,SE,5,17,0.8,SE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,10.1007/s11056-014-9442-8,wild microbes,greenhouse,AMF mix inoculum,,"04°02'09''S, 79°11'04''W",1,forest,forest,tropical,mixed,paper,,,,,Alnus acuminata,,,1,1,,6 months,,,0.36,0.18,0.19,0.06,,SE,5,14,0.8,SE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,10.1007/s11056-014-9442-8,ster,greenhouse,"AMF mix inoculum, autoclaved",,"04°02'09''S, 79°11'04''W",1,forest,forest,tropical,mixed,paper,,,,,Alnus acuminata,,,1,0,,6 months,,,0.22,0.09,0.13,0.04,,SE,5,13.5,0.8,SE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,10.1007/s11056-014-9442-8,no,greenhouse,control: no inoculum,,"04°02'09''S, 79°11'04''W",1,forest,forest,tropical,mixed,paper,,,,,Alnus acuminata,,,1,0,,6 months,,,0.13,0.02,0.15,0.02,,SE,5,12,0.5,SE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,10.1007/s11056-014-9442-8,soil,greenhouse,NSOIL: native soil inoculum (Morella),,"04°02'09''S, 79°11'04''W",1,forest,forest,tropical,mixed,paper,,,,,Morella pubescens,,,2,1,con,6 months,,,0.5,0.18,0.27,0.1,,SE,5,18.5,1,SE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,10.1007/s11056-014-9442-8,wild microbes,greenhouse,AMF mix inoculum,,"04°02'09''S, 79°11'04''W",1,forest,forest,tropical,mixed,paper,,,,,Morella pubescens,,,2,1,,6 months,,,0.36,0.2,0.31,0.03,,SE,5,17.5,0.5,SE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,10.1007/s11056-014-9442-8,ster,greenhouse,"AMF mix inoculum, autoclaved",,"04°02'09''S, 79°11'04''W",1,forest,forest,tropical,mixed,paper,,,,,Morella pubescens,,,2,0,,6 months,,,0.23,0.02,0.14,0.04,,SE,5,13,0.5,SE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,10.1007/s11056-014-9442-8,no,greenhouse,control: no inoculum,,"04°02'09''S, 79°11'04''W",1,forest,forest,tropical,mixed,paper,,,,,Morella pubescens,,,2,0,,6 months,,,0.19,0.02,0.14,0.06,,SE,5,14,0.5,SE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Leucaena leucocephala,,,1,1,,2 years,,,,,,,,,,47,,,30,,,,,,,,,,,0.76,,,30,,,,,,,,,,,,,
123,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Leucaena leucocephala,,,1,1,,2 years,,,,,,,,,,47,,,30,,,,,,,,,,,0.92,,,30,,,,,,,,,,,,,
124,10.1111/J.1526-100X.2005.00041.X,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Leucaena leucocephala,,,1,0,,2 years,,,,,,,,,,46,,,30,,,,,,,,,,,0.83,,,30,,,,,,,,,,,,,
125,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Guazuma ulmifolia,,,2,1,,2 years,,,,,,,,,,62,,,30,,,,,,,,,,,1,,,30,,,,,,,,,,,,,
126,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Guazuma ulmifolia,,,2,1,,2 years,,,,,,,,,,53,,,30,,,,,,,,,,,0.86,,,30,,,,,,,,,,,,,
127,10.1111/J.1526-100X.2005.00041.X,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Guazuma ulmifolia,,,2,0,,2 years,,,,,,,,,,49,,,30,,,,,,,,,,,0.59,,,30,,,,,,,,,,,,,
128,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Caesalpinia violacea,,,3,1,,2 years,,,,,,,,,,242,,,30,,,,,,,,,,,0.98,,,30,,,,,,,,,,,,,
129,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Caesalpinia violacea,,,3,1,,2 years,,,,,,,,,,242,,,30,,,,,,,,,,,0.89,,,30,,,,,,,,,,,,,
130,10.1111/J.1526-100X.2005.00041.X,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Caesalpinia violacea,,,3,0,,2 years,,,,,,,,,,172,,,30,,,,,,,,,,,0.86,,,30,,,,,,,,,,,,,
131,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Piscidia piscipula,,,4,1,,2 years,,,,,,,,,,142,,,30,,,,,,,,,,,1,,,30,,,,,,,,,,,,,
132,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Piscidia piscipula,,,4,1,,2 years,,,,,,,,,,91,,,30,,,,,,,,,,,1,,,30,,,,,,,,,,,,,
133,10.1111/J.1526-100X.2005.00041.X,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Piscidia piscipula,,,4,0,,2 years,,,,,,,,,,124,,,30,,,,,,,,,,,1,,,30,,,,,,,,,,,,,
134,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Gliricidia sepium,,,5,1,,2 years,,,,,,,,,,311,,,30,,,,,,,,,,,1,,,30,,,,,,,,,,,,,
135,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Gliricidia sepium,,,5,1,,2 years,,,,,,,,,,271,,,30,,,,,,,,,,,0.98,,,30,,,,,,,,,,,,,
136,10.1111/J.1526-100X.2005.00041.X,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Gliricidia sepium,,,5,0,,2 years,,,,,,,,,,242,,,30,,,,,,,,,,,0.95,,,30,,,,,,,,,,,,,
137,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Cochlospermum vitifolium,,,6,1,,2 years,,,,,,,,,,138,,,30,,,,,,,,,,,0.55,,,30,,,,,,,,,,,,,
138,10.1111/J.1526-100X.2005.00041.X,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Cochlospermum vitifolium,,,6,1,,2 years,,,,,,,,,,91,,,30,,,,,,,,,,,0.49,,,30,,,,,,,,,,,,,
139,10.1111/J.1526-100X.2005.00041.X,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,"secondary forest, acahual",Cochlospermum vitifolium,,,6,0,,2 years,,,,,,,,,,55,,,30,,,,,,,,,,,0.39,,,30,,,,,,,,,,,,,
140,10.1890/02-5309,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Leucaena leucocephala,,,7,1,,3 years,,,,,,,,,,462,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10.1890/02-5309,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Leucaena leucocephala,,,7,1,,3 years,,,,,,,,,,492,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,10.1890/02-5309,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Leucaena leucocephala,,,7,0,,3 years,,,,,,,,,,448,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,10.1890/02-5309,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Acacia pennatula,,,8,1,,3 years,,,,,,,,,,482,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,10.1890/02-5309,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Acacia pennatula,,,8,1,,3 years,,,,,,,,,,516,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,10.1890/02-5309,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Acacia pennatula,,,8,0,,3 years,,,,,,,,,,494,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,10.1890/02-5309,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Guazuma ulmifolia,,,9,1,,3 years,,,,,,,,,,147,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,10.1890/02-5309,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Guazuma ulmifolia,,,9,1,,3 years,,,,,,,,,,295,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,10.1890/02-5309,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Guazuma ulmifolia,,,9,0,,3 years,,,,,,,,,,224,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,10.1890/02-5309,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Havardia albicans,,,1,1,,3 years,,,,,,,,,,377,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,10.1890/02-5309,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Havardia albicans,,,1,1,,3 years,,,,,,,,,,423,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,10.1890/02-5309,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Havardia albicans,,,1,0,,3 years,,,,,,,,,,366,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,10.1890/02-5309,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Brosimum alicastrum,,,2,1,,3 years,,,,,,,,,,53,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,10.1890/02-5309,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Brosimum alicastrum,,,2,1,,3 years,,,,,,,,,,72,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,10.1890/02-5309,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Brosimum alicastrum,,,2,0,,3 years,,,,,,,,,,46,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,10.1890/02-5309,soil,field,Inoculum 1: mature forest (late-seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Ceiba pentandra,,,3,1,,3 years,,,,,,,,,,307,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,10.1890/02-5309,soil,field,Inoculum 2: recently burnded forest (early seral soil),,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Ceiba pentandra,,,3,1,,3 years,,,,,,,,,,287,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,10.1890/02-5309,no,field,Control: no inoculum,,"Mexico, 21°12.61'N, 87°10.93'W",1,Seasonal dry tropical forest,forest,tropical,AM,both,,restoration,,burned,Ceiba pentandra,,,3,0,,3 years,,,,,,,,,,345,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,10.1007/s11056-009-9143-x,mycorrhizal roots,greenhouse,Inoculum1 : mycorrhizal roots of same species,,"Ecuador, 04°02'09''S, 79°11'49''W",1,tropical mountain rain forest,forest,tropical,AM,both,,,,,Cedrela montana,,,4,1,con,6 months,,,1.17,,0.88,,,"q0.75, q0.25",15,17,,"q0.75, q0.25",20,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,10.1007/s11056-009-9143-x,mycorrhizal roots,greenhouse,"Inoculum 2: mycorrhizal roots, mixture of 4 species",,"Ecuador, 04°02'09''S, 79°11'49''W",1,tropical mountain rain forest,forest,tropical,AM,both,,,,,Cedrela montana,,,4,1,con,6 months,,,1.49,,1.08,,,"q0.75, q0.25",15,19,,"q0.75, q0.26",20,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,10.1007/s11056-009-9143-x,no,greenhouse,Control: No inoculum,,"Ecuador, 04°02'09''S, 79°11'49''W",1,tropical mountain rain forest,forest,tropical,AM,both,,,,,Cedrela montana,,,4,0,,6 months,,,0.37,,0.24,,,"q0.75, q0.25",15,10.2,,"q0.75, q0.27",20,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,10.1007/s11056-009-9143-x,mycorrhizal roots,greenhouse,Inoculum1 : mycorrhizal roots of same species,,"Ecuador, 04°02'09''S, 79°11'49''W",1,tropical mountain rain forest,forest,tropical,AM,both,,,,,Heliocarpus americanus,,,5,1,con,6 months,,,1.25,,0.87,,,"q0.75, q0.25",15,29,,"q0.75, q0.28",20,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,10.1007/s11056-009-9143-x,mycorrhizal roots,greenhouse,"Inoculum 2: mycorrhizal roots, mixture of 4 species",,"Ecuador, 04°02'09''S, 79°11'49''W",1,tropical mountain rain forest,forest,tropical,AM,both,,,,,Heliocarpus americanus,,,5,1,con,6 months,,,1.5,,1.27,,,"q0.75, q0.25",15,24.4,,"q0.75, q0.29",20,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,10.1007/s11056-009-9143-x,no,greenhouse,Control: No inoculum,,"Ecuador, 04°02'09''S, 79°11'49''W",1,tropical mountain rain forest,forest,tropical,AM,both,,,,,Heliocarpus americanus,,,5,0,,6 months,,,0.14,,1.46,,,"q0.75, q0.25",15,3.7,,"q0.75, q0.30",20,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,10.1111/REC.12406,soil,greenhouse,Inoculum 1: Reservoir inoculum,,"Washington, 47°59'N, 123°36'12''W",1,"forest, riparian vegetation",forest,temperate,mixed,paper,,,,,Salix sitchensis,,,8,1,hetero,8 weeks,1.42,0.4,,,,,,SE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,study mentiones the small power,,,,
