"","study_id","LANDUSE"
"1108","10.1007/s00572-003-0281-2",NA
"1109","10.1007/s00572-003-0224-y","epiphytic"
"1110","10.1007/s00572-003-0274-1",NA
"1111","10.1007/s00572-003-0265-2",NA
"1112","10.1007/s00572-002-0213-6",NA
"1113","10.1016/s0269-7491(03)00195-7","contaminated"
"1114","10.1046/j.1469-8137.2003.00688.x",NA
"1115","10.1007/s00267-002-2879-0","degraded"
"1116","10.1093/treephys/23.3.157",NA
"1117","10.1016/s0045-6535(02)00323-5","degradation"
"1118","10.1007/s00442-002-1022-5",NA
"1119","10.1007/s00572-001-0147-4",NA
"1120","10.1093/jexbot/53.371.1207",NA
"1121","10.1093/jexbot/53.371.1177","heavy metal"
"1122","10.1007/s00572-001-0140-y",NA
"1123","10.3732/ajb.89.2.337","agricultural"
"1124","10.1046/j.0028-646X.2001.00265.x",NA
"1125","10.1078/0944-5013-00095",NA
"1126","10.1007/s005720100122",NA
"1127","10.1093/jexbot/51.347.1117",NA
"1128","10.1046/j.1469-8137.1999.00471.x","mycobionts some"
"1129","10.1046/j.1469-8137.1999.00471.x"," the mycobionts"
"1130","10.1046/j.1469-8137.1999.00471.x"," the mycobionts different"
"1131","10.1007/s004420050685",NA
"1132",NA,"successional"
"1133",NA," nutrient-poor"
"1134","10.1007/s005720050190",NA
"1135","10.1046/j.1469-8137.1997.00786.x","microbial-based"
"1136","10.1046/j.1469-8137.1997.00786.x"," nutrient-deficient"
"1137","10.1046/j.1469-8137.1997.00786.x"," reclamation"
"1138","10.1046/j.1469-8137.1997.00786.x"," degraded"
"1139",NA,"restoration"
"1140",NA,"associated bhicb-ab3"
"1141","10.1016/0269-7491(95)00081-x",NA
"1142","10.1016/0269-7491(95)93444-5","contaminated"
"1143","10.1016/0269-7491(94)90188-0","mine"
"1144","10.1016/0269-7491(94)90188-0"," toxic"
"1145","10.1104/pp.101.3.1063","n combustion content"
"1146","10.1007/BF00317489",NA
"1147","10.1007/BF01225356",NA
"1148","10.1111/j.1469-8137.1990.tb00376.x",NA
"1149",NA,NA
